nr|nederlands|frans|engels
|zal ik uw neef met alle genoegen toestemming geven een verbintenis aan te gaan met mijn pupil.|je serais tout à fait heureux d'autoriser votre neveu à épouser Cecily.|I will most gladly allow your nephew to form an alliance with my ward.
|Laat het u volstrekt duidelijk zijn dat wat u voorstelt totaal tot de onmogelijkheden behoort.|Vous devez bien vous rendre compte que ce que vous proposez est hors de question.|You must be quite aware that what you propose is out of the question.
|Dan is een hartstochtelijk celibaat het enige dat de toekomst ons te vieren biedt.| Alors un célibat passionné est ce qui nous attend tous.|Then a passionate celibacy is all that any of us can look forward to.
|Dat zijn niet de vooruitzichten die ik voor Gwendolen gepland had.| Ce n'est pas l'avenir que j'ai choisi pour Gwendolen.|That is not the destiny I propose for Gwendolen.
|Algernon mag natuurlijk voor zichzelf beslissen.|Algernon, naturellement, fera ce qu'il voudra.|Algernon, of course, can choose for himself.
|Kom, kindje, we hebben al vijf – zoniet zes – treinen gemist.|Viens ma chère, nous avons déjà manqué cinq, peut-être six trains…|Come, dear, we have already missed five, if not six, trains.
|Er nog één meer missen leidt met zekerheid tot roddels op het perron.|En manquer pllus pourrait nous exposer à des ragots sur le perron.|To miss any more might expose us to comment on the platform.
|Alles staat gereed voor de doopplechtigheid.| Tout est prêt pour les baptêmes.|Everything is quite ready for the christenings.
|De doopplechtigheid! Is dat niet wat voorbarig?| Les baptêmes, monsieur ! N'est-ce pas un peu prématuré?|The christenings, sir!  Is not that somewhat premature?
|De beide heren hebben de wens te kennen gegeven terstond te worden gedoopt.| Ces deux gentlemen ont exprimé le désir d'être baptisés dès aujourd'hui.|Both these gentlemen have expressed a desire for immediate baptism.
|Op hun leeftijd? Wat een potsierlijk en ongodsdienstig idee!| A leur âge ? L'idée est grotesque et irréligieuse.|At their age?  The idea is grotesque and irreligious!
|Algernon, ik verbied je om je te laten dopen. Ik wil niet van zulke uitspattingen horen.|Algernon, je t'interdis de te faire baptiser. Jamais je n'ai vu de telles extravagances.|Algernon, I forbid you to be baptized.  I will not hear of such excesses.
|Lord Bracknell zou het niet waarderen als hij hoorde|Lord Bracknell serait très contrarié s'il apprenait|Lord Bracknell would be highly displeased if he learned
|dat dat de manier was waarop je je tijd en geld verdeed.|comment tu gaspilles ton temps et ton argent.|that that was the way in which you wasted your time and money.
|Mag ik hieruit afleiden dat er vanmiddag niet gedoopt zal worden?| Dois-je comprendre qu'il n'y aura pas de baptême cet après-midi ?|Am I to understand then that there are to be no christenings at all this afternoon?
|Zoals het er nu voorstaat| Au train où vont les choses,|I don't think that, as things are now,
|geloof ik dat het voor geen van ons beiden veel praktisch nut meer heeft, Dr. Chasuble.|je ne pense pas que ça présente beaucoup d'intérêt pour Algernon comme pour moi, Dr Chasuble.|it would be of much practical value to either of us, Dr. Chasuble.
|Het grieft mij zulke gevoelens van u te vernemen, Mr. Worthing.| Je suis vraiment peiné, monsieur Worthing.|I am grieved to hear such sentiments from you, Mr. Worthing.
|Ze doen me denken aan de ketterse standpunten van de anabaptisten,| C'est là le point de vue hérétique des Anabaptistes,|They savour of the heretical views of the Anabaptists,
|inzichten die ik volledig ontkracht heb in vier van mijn ongepubliceerde preken.| point de vue que j'ai absolument réfuté dans quatre de mes sermons encore non publiés.|views that I have completely refuted in four of my unpublished sermons.
|Maar aangezien je gemoed mij op dit ogenblik eerder werelds lijkt,| Cependant, étant donnée votre attitude,|However, as your present mood seems to be one peculiarly secular,
|zal ik maar onmiddellijk terugkeren naar de kerk.| je rentre tout de suite à l'église.|I will return to the church at once.
|De koster heeft me verteld dat al anderhalf uur| La chaisière vient de m'informer que depuis une heure et demie|Indeed, I have just been informed by the pew-opener that for the last hour and a half
|Miss Prism op me wacht in de consistoriekamer.| Miss Prism m'attend à la sacristie .|Miss Prism has been waiting for me in the vestry.
|Miss Prism! Zei u daar Miss Prism?| Miss Prism ! Vous avez parlé d'une Miss Prism?|Miss Prism!  Did I hear you mention a Miss Prism?
|Zeker, Lady Bracknell. Ik ben juist op weg naar haar toe.| Oui, je vais la rejoindre.|Yes, I am on my way to join her.
|Mag ik u nog heel even tegenhouden.| Permettez-moi de vous retenir un instant, je vous prie.|Pray allow me to detain you for a moment.
|Dit zou een zaak van ongelooflijk belang kunnen zijn voor Lord Bracknell én voor mij.| Cette question peut se révéler d'une importance extrême pour Lord Bracknell et moi-même.|This matter may prove to be one of vital importance to Lord Bracknell and myself.
|Is deze Miss Prism een vrouwspersoon met een stuitend voorkomen,| Cette Miss Prism estelle un personnage répugnant,|Is this Miss Prism a female of repellent aspect,
|die iets met het onderwijs te maken heeft?|sans la moindre éducation ?|remotely connected with education?
|Zij is een allerbeschaafdste dame, en het toonbeeld van eerbiedwaardigheid.| C'est une vraie lady, cultivée et l'image15 même de la respectabilité.|She is the most cultivated of ladies, and the very picture of respectability.
|Dan is het duidelijk dezelfde persoon.| C'est bien elle.|It is obviously the same person.
|Mag ik u vragen welke positie zij in uw huishouding bekleedt?| Puis-je demander le rôle qu'elle joue dans votre maisonnée ?|May I ask what position she holds in your household?
|Ik leef celibatair, mevrouw.| Je suis célibataire, madame.|I am a celibate, madam.
|Miss Prism, Lady Bracknell, was de laatste drie jaar| Lady Bracknell, Miss Prism est depuis trois ans|Miss Prism, Lady Bracknell, has been for the last three years
|de geachte gouvernante en gewaardeerde metgezellin van Miss Cardew.| la très estimée gouvernante et dame de compagnie de Miss Cardew.|Miss Cardew's esteemed governess and valued companion.
|Ondanks alles wat ik over haar hoor moet ik haar onmiddellijk zien.| Malgré tout, je dois absolument la voir.|In spite of what I hear of her, I must see her at once.
|Laat haar komen.|Faites-la appeler.|Let her be sent for.
|Ze nadert; ze treedt naderbij.| Elle approche, je la sens.|She approaches; she is nigh.
|Ik hoorde dat u mij in de consistoriekamer wilde spreken, beste dominee.| On m'a dit que vous m'attendiez dans la sacristie, mon cher Canon.|I was told you expected me in the vestry, dear Canon.
|Ik heb daar een uur en drie kwartier op u gewacht.|J'y suis restée une heure trois-quarts…|I have been waiting for you there for an hour and three-quarters.
|Prism! Kom hier, Prism!| Prism ! Venez ici, Prism!|Prism! Come here, Prism!
|Prism, waar is de baby?|Prism ! Où est le bébé ?|Prism!  Where is that baby?
|Achtentwintig jaar geleden, Prism, verliet je Lord Bracknells huis,| Il y a vingt-huit ans, Prism, vous êtes sortie de la maison de Lord Bracknell,|Twenty-eight years ago, Prism, you left Lord Bracknell's house,
|op nummer 104, Upper Grosvenor Street,|au 104 Grosvenor Street,|Number 104, Upper Grosvenor Street,
|met onder je hoede een kinderwagen, waarin een baby van het mannelijk geslacht.|poussant un landau contenant un bébé du sexe masculin.|in charge of a perambulator that contained a baby of the male sex.
|Je keerde nimmer weer.|Vous n'êtes jamais revenue.|You never returned.
|Enkele weken later werd dankzij de speurtochten van het stedelijk politiekorps|Quelques semaines après, suite aux enquêtes de la police,|A few weeks later, through the elaborate investigations of the Metropolitan police,
|om middernacht de kinderwagen aangetroffen|le landau fut découvert à minuit,|the perambulator was discovered at midnight,
|in een afgelegen uithoek van Bayswater.|abandonné dans un coin éloigné de Bayswater.|standing by itself in a remote corner of Bayswater.
|In de wagen bevond zich het manuscript van een dikke roman|Il contenait le manuscrit d'un roman en trois volumes|It contained the manuscript of a three-volume novel
|die een weerzinwekkend sentimenteel onding bleek.|d'une sentimentalité écoeurante.|of more than usually revolting sentimentality.
|Maar van de baby geen spoor.|Mais le bébé n'y était plus.|But the baby was not there!
|Prism! Waar is de baby?|Prism, où est le bébé ?|Prism!  Where is that baby?
|Lady Bracknell, ik schaam me te moeten bekennen dat ik het niet weet.| Lady Bracknell, je dois avouer avec honte que je ne sais pas.|Lady Bracknell, I admit with shame that I do not know.
|Ik wou maar dat ik het wist.|Je voudrais bien savoir.|I only wish I did.
|De feiten zijn als volgt.|Voilà ce qui s'est passé.|The plain facts of the case are these.
|Ik maakte die dag, een dag die voor eeuwig in mijn geheugen staat gegrift,|Ce jour-là, un jour qui est pour toujours gravé dans ma mémoire,|On the morning of the day you mention, a day that is for ever branded on my memory,
|zoals gebruikelijk aanstalten om met de baby uit wandelen te gaan.|je me préparais à sortir le bébé dans son landau.|I prepared as usual to take the baby out in its perambulator.
|Ik had ook een nogal versleten, maar ruime handtas bij me,|J'avais aussi un grand cabas|I had also with me a somewhat old, but capacious hand-bag
|waarin ik het manuscript wilde opbergen van een letterkundig werk|où je devais placer le manuscrit d'une oeuvre de fiction|in which I had intended to place the manuscript of a work of fiction
|waaraan ik mijn weinige vrije ogenblikken had opgeofferd.|que j'avais écrite pendant mon temps libre.|that I had written during my few unoccupied hours.
|In een moment van geestelijke verstrooidheid dat ik mezelf nooit zal kunnen vergeven|Dans un instant de distraction que je ne me pardonnerai jamais,|In a moment of mental abstraction, for which I never can forgive myself,
|deponeerde ik het manuscript in de kinderwagen, en de baby in de handtas.|j'ai déposé le manuscrit dans la poussette et placé le bébé dans le cabas.|I deposited the manuscript in the basinette, and placed the baby in the hand-bag.
|Maar waar hebt u die handtas daarna gelaten?|Mais qu'avez-vous fait du cabas ?|But where did you deposit the hand-bag?
|Vraag me dat niet, Mr. Worthing.| Ne me demandez pas cela, monsieur Worthing.|Do not ask me, Mr. Worthing.
|Miss Prism, dit is voor mij een zaak van het allergrootste belang.| Miss Prism, cette question est vitale pour moi.|Miss Prism, this is a matter of no small importance to me.
|Ik sta erop te weten waar die handtas met de zuigeling erin is gebleven.|J'insiste : où avez-vous déposé le cabas qui contenait le bébé ?|I insist on knowing where you deposited the hand-bag that contained that infant.
|Ik liet hem achter in het bagagedepot van een van de grotere treinstations van Londen.| Je l'ai laissé à la consigne d'une grande gare de Londres.|I left it in the cloak-room of one of the larger railway stations in London.
|Van welk station?| Quelle gare ?|What railway station?
|Van het Victoria-station. Het perron voor Brighton.|Victoria. Ligne de Brighton.|Victoria.  The Brighton line.
|Ik moet snel even naar mijn kamer.| Je dois aller un instant dans ma chambre.|I must retire to my room for a moment.
|Gwendolen! Blijf hier op me wachten.|Gwendolen, attends-moi ici.|Gwendolen, wait here for me.
|Als het niet te lang duurt zal ik hier mijn hele leven op je wachten.| Si tu n'es pas trop long, je suis prête à t'attendre toute ma vie.|If you are not too long, I will wait here for you all my life.
|Wat denkt u dat dit te betekenen heeft, Lady Bracknell?| Qu'en pensez-vous, Lady Bracknell ?|What do you think this means, Lady Bracknell?
|||
|Ik durf er niet eens naar te raden, Dr. Chasuble.| Je n'ose pas même penser.|I dare not even suspect, Dr.
|Ik hoef u niet te vertellen dat in hooggeplaatste kringen|Je n'ai pas besoin de vous dire que dans les familles de la haute société d'aussi|I need hardly tell you that in families of high position
|vreemde toevallen niet horen voor te komen.|étranges coïncidences ne sont pas censées se produire.|strange coincidences are not supposed to occur.
|Zoiets is nauwelijks fatsoenlijk.| C'est inacceptable.|They are hardly considered the thing.
|Oom Jack schijnt wel erg opgewonden.| Oncle Jack semble bien nerveux.|Uncle Jack seems strangely agitated.
|Je voogd heeft een erg emotionele aard.| Votre tuteur est d'une nature très émotive.|Your guardian has a very emotional nature.
|Dit lawaai is uiterst onaangenaam.| Ce bruit est extrêmement déplaisant.|This noise is extremely unpleasant.
|Het lijkt wel of hij een discussie houdt met het meubilair.|On dirait une bagarre.|It sounds as if he was having an argument.
|Ik hou niet van discussies.|Je déteste les bagarres.|I dislike arguments of any kind.
